User_ID,Case_Start_Date,Activity_Start_Date,Browser,Operating_System,Device,Visited_Page,Time_on_Page
8c803f7fd143e468,12/29/2021 9:58:00,2021-12-29 10:15:33,B_3,OS_0,D_0,Page_3,1
55ed43bf4fc0e45a,12/27/2021 11:08:00,2021-12-27 11:10:20,B_0,OS_0,D_0,Page_32,232
55ed43bf4fc0e45a,12/27/2021 11:08:00,2021-12-27 11:08:00,B_0,OS_0,D_0,Page_33,153
cd7472155c1ae976,12/1/2021 13:45:00,2021-12-01 13:45:00,B_1,OS_1,D_1,Page_3,22
b866492de30fe7b6,12/15/2021 14:50:00,2021-12-15 14:50:06,B_1,OS_1,D_1,Page_3,531
8f628a5db8314b76,12/18/2021 18:23:00,2021-12-18 18:23:00,B_3,OS_0,D_0,Page_34,432
8f628a5db8314b76,12/18/2021 18:23:00,2021-12-18 18:23:44,B_3,OS_0,D_0,Page_3,332
d02c3fc9f26bbefe,12/23/2021 0:07:00,2021-12-23 00:10:18,B_4,OS_1,D_1,Page_35,172
d02c3fc9f26bbefe,12/23/2021 0:07:00,2021-12-23 00:13:10,B_4,OS_1,D_1,Page_36,578
a257a6a14fba8e1f,12/8/2021 18:51:00,2021-12-08 18:51:00,B_5,OS_2,D_1,Page_3,70
dc5656f422e28953,12/6/2021 2:12:00,2021-12-06 02:12:52,B_3,OS_0,D_0,Page_37,1
dc5656f422e28953,12/6/2021 2:12:00,2021-12-06 02:12:44,B_3,OS_0,D_0,Page_4,8
96286249308e05ca,12/7/2021 17:25:00,2021-12-07 17:38:48,B_5,OS_2,D_1,Page_13,17
96286249308e05ca,12/7/2021 17:25:00,2021-12-07 17:39:05,B_5,OS_2,D_1,Page_37,45
96286249308e05ca,12/7/2021 17:25:00,2021-12-07 17:25:00,B_5,OS_2,D_1,Page_38,828
d543b4b0d60ea6a2,12/11/2021 11:16:00,2021-12-11 11:18:23,B_1,OS_1,D_1,Page_37,9
18c58b02d70e0053,12/22/2021 12:12:00,2021-12-22 12:12:58,B_5,OS_2,D_1,Page_3,0
9cab2f274b01d800,12/12/2021 10:38:00,2021-12-12 10:38:11,B_0,OS_0,D_0,Page_39,6233
bb56c8b8b4b2d3bf,12/13/2021 9:13:00,2021-12-13 09:15:22,B_0,OS_0,D_0,Page_39,1052
bb56c8b8b4b2d3bf,12/13/2021 9:13:00,2021-12-13 09:14:33,B_0,OS_0,D_0,Page_40,35
cacf9edbad4f85c2,12/22/2021 11:06:00,2021-12-22 11:26:54,B_0,OS_0,D_0,Page_41,311
cacf9edbad4f85c2,12/22/2021 11:06:00,2021-12-22 11:23:20,B_0,OS_0,D_0,Page_37,214
cacf9edbad4f85c2,12/22/2021 11:06:00,2021-12-22 11:32:05,B_0,OS_0,D_0,Page_40,456
a9793ac3ac577563,12/5/2021 20:30:00,2021-12-05 20:30:00,B_3,OS_0,D_0,Page_42,210
a9793ac3ac577563,12/5/2021 20:30:00,2021-12-05 20:30:13,B_3,OS_0,D_0,Page_43,6
a9793ac3ac577563,12/5/2021 20:30:00,2021-12-05 20:35:01,B_3,OS_0,D_0,Page_44,190
d988690cdd586183,12/14/2021 15:42:00,2021-12-14 15:42:00,B_1,OS_1,D_1,Page_3,15
d7dca42d565b8fd5,12/26/2021 15:26:00,2021-12-26 15:26:00,B_1,OS_1,D_1,Page_3,291
7688e5fdd3861045,12/14/2021 10:25:00,2021-12-14 10:25:10,B_1,OS_1,D_1,Page_13,13
7688e5fdd3861045,12/14/2021 10:25:00,2021-12-14 10:25:32,B_1,OS_1,D_1,Page_14,73
7688e5fdd3861045,12/14/2021 10:25:00,2021-12-14 10:25:00,B_1,OS_1,D_1,Page_45,10
7688e5fdd3861045,12/14/2021 10:25:00,2021-12-14 10:26:45,B_1,OS_1,D_1,Page_46,211
7688e5fdd3861045,12/14/2021 10:25:00,2021-12-14 10:30:16,B_1,OS_1,D_1,Page_47,412
59ae506db2037848,12/8/2021 10:19:00,2021-12-08 10:20:41,B_3,OS_0,D_0,Page_4,650
59ae506db2037848,12/8/2021 10:19:00,2021-12-08 10:19:00,B_3,OS_0,D_0,Page_3,6
4f6c749e5c5fe0a4,12/5/2021 16:19:00,2021-12-05 16:19:00,B_1,OS_1,D_1,Page_48,373
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:42:40,B_1,OS_2,D_1,Page_13,26
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:42:06,B_1,OS_2,D_1,Page_49,34
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:39:18,B_1,OS_2,D_1,Page_50,161
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:19:00,B_1,OS_2,D_1,Page_4,317
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:34:32,B_1,OS_2,D_1,Page_51,235
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:29:03,B_1,OS_2,D_1,Page_35,336
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:24:17,B_1,OS_2,D_1,Page_36,10
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:24:27,B_1,OS_2,D_1,Page_52,276
cb01f3d24f782568,12/23/2021 9:19:00,2021-12-23 09:38:27,B_1,OS_2,D_1,Page_3,51
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:57:55,B_1,OS_2,D_1,Page_53,1557
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:45:20,B_1,OS_2,D_1,Page_14,41
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 00:58:00,B_1,OS_2,D_1,Page_49,1833
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:31:17,B_1,OS_2,D_1,Page_54,65
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:46:01,B_1,OS_2,D_1,Page_55,100
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:47:41,B_1,OS_2,D_1,Page_56,433
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:28:11,B_1,OS_2,D_1,Page_35,89
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:32:44,B_1,OS_2,D_1,Page_57,564
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:54:54,B_1,OS_2,D_1,Page_58,181
26ab0b0c2bf38f27,12/24/2021 0:58:00,2021-12-24 01:29:40,B_1,OS_2,D_1,Page_59,97
2ffce6ccda21445a,12/29/2021 17:13:00,2021-12-29 17:13:01,B_1,OS_1,D_1,Page_37,27
e68b95d50720848b,12/20/2021 13:07:00,2021-12-20 13:07:07,B_3,OS_0,D_0,Page_37,15
668594aa34380877,12/14/2021 18:52:00,2021-12-14 20:50:58,B_3,OS_1,D_1,Page_60,252
668594aa34380877,12/14/2021 18:52:00,2021-12-14 19:19:27,B_3,OS_1,D_1,Page_14,26
668594aa34380877,12/14/2021 18:52:00,2021-12-14 20:33:53,B_3,OS_1,D_1,Page_61,1025
668594aa34380877,12/14/2021 18:52:00,2021-12-14 20:04:43,B_3,OS_1,D_1,Page_62,467
668594aa34380877,12/14/2021 18:52:00,2021-12-14 19:40:42,B_3,OS_1,D_1,Page_51,477
668594aa34380877,12/14/2021 18:52:00,2021-12-14 19:25:08,B_3,OS_1,D_1,Page_63,934
668594aa34380877,12/14/2021 18:52:00,2021-12-14 18:52:00,B_3,OS_1,D_1,Page_3,1623
876ae0e6be3f3e5c,12/7/2021 13:50:00,2021-12-07 13:50:20,B_3,OS_0,D_0,Page_64,361
876ae0e6be3f3e5c,12/7/2021 13:50:00,2021-12-07 13:56:29,B_3,OS_0,D_0,Page_48,6
876ae0e6be3f3e5c,12/7/2021 13:50:00,2021-12-07 13:50:09,B_3,OS_0,D_0,Page_38,11
876ae0e6be3f3e5c,12/7/2021 13:50:00,2021-12-07 13:50:00,B_3,OS_0,D_0,Page_3,17
f858cb2fb1be760d,12/26/2021 13:59:00,2021-12-26 14:02:39,B_1,OS_1,D_1,Page_65,85
f858cb2fb1be760d,12/26/2021 13:59:00,2021-12-26 13:59:00,B_1,OS_1,D_1,Page_66,219
78d353ec027f4c93,12/12/2021 14:50:00,2021-12-12 14:50:00,B_1,OS_1,D_1,Page_67,1995
78d353ec027f4c93,12/12/2021 14:50:00,2021-12-12 14:50:52,B_1,OS_1,D_1,Page_68,8
6d19ed6d6236d3e9,12/20/2021 9:22:00,2021-12-20 09:32:36,B_1,OS_1,D_1,Page_69,268
6d19ed6d6236d3e9,12/20/2021 9:22:00,2021-12-20 09:22:00,B_1,OS_1,D_1,Page_5,423
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:14:37,B_3,OS_0,D_0,Page_70,98
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:17:01,B_3,OS_0,D_0,Page_71,12
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:19:14,B_3,OS_0,D_0,Page_72,378
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:18:03,B_3,OS_0,D_0,Page_73,71
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:17:13,B_3,OS_0,D_0,Page_74,50
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:07:00,B_3,OS_0,D_0,Page_35,270
1e226ec6e8e5cce3,12/20/2021 21:07:00,2021-12-20 21:11:30,B_3,OS_0,D_0,Page_75,187
f1d0665a59920b05,12/25/2021 12:08:00,2021-12-25 12:08:00,B_3,OS_0,D_0,Page_76,4925
2d50626543465c5f,12/24/2021 2:16:00,2021-12-24 02:16:00,B_1,OS_1,D_1,Page_3,108
b1e2567b9b9214cb,12/5/2021 12:15:00,2021-12-05 12:34:18,B_3,OS_0,D_0,Page_77,2392
b1e2567b9b9214cb,12/5/2021 12:15:00,2021-12-05 13:46:58,B_3,OS_0,D_0,Page_78,721
b1e2567b9b9214cb,12/5/2021 12:15:00,2021-12-05 13:14:10,B_3,OS_0,D_0,Page_79,1968
b1e2567b9b9214cb,12/5/2021 12:15:00,2021-12-05 12:15:08,B_3,OS_0,D_0,Page_63,1150
c89b6e71b91867b5,12/29/2021 17:42:00,2021-12-29 17:43:17,B_1,OS_1,D_1,Page_3,306
4caf2416c4435006,12/25/2021 20:50:00,2021-12-25 21:07:06,B_5,OS_2,D_1,Page_80,27
4caf2416c4435006,12/25/2021 20:50:00,2021-12-25 21:07:33,B_5,OS_2,D_1,Page_81,69
4caf2416c4435006,12/25/2021 20:50:00,2021-12-25 21:08:42,B_5,OS_2,D_1,Page_3,72
98996646274e2075,12/26/2021 0:14:00,2021-12-26 00:24:09,B_1,OS_1,D_1,Page_82,28
30842f1f878eeb94,12/20/2021 14:21:00,2021-12-20 14:40:08,B_0,OS_0,D_0,Page_81,164
30842f1f878eeb94,12/20/2021 14:21:00,2021-12-20 14:40:24,B_0,OS_0,D_0,Page_3,271
3f7f82d95700c6d0,12/5/2021 9:40:00,2021-12-05 09:40:00,B_3,OS_0,D_0,Page_32,33
3f7f82d95700c6d0,12/5/2021 9:40:00,2021-12-05 10:05:19,B_3,OS_0,D_0,Page_83,454
3f7f82d95700c6d0,12/5/2021 9:40:00,2021-12-05 09:41:03,B_3,OS_0,D_0,Page_84,152
0090e8dd7f512ddd,12/20/2021 12:41:00,2021-12-20 12:41:34,B_5,OS_2,D_1,Page_3,9
16fc77ae4d1dac28,12/5/2021 10:48:00,2021-12-05 10:48:00,B_3,OS_0,D_0,Page_85,85
16fc77ae4d1dac28,12/5/2021 10:48:00,2021-12-05 10:49:51,B_3,OS_0,D_0,Page_3,5
30ccdd65569c27d0,12/11/2021 20:34:00,2021-12-11 20:48:49,B_0,OS_0,D_0,Page_86,917
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:43:39,B_3,OS_0,D_0,Page_87,56
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:44:35,B_3,OS_0,D_0,Page_88,15
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:41:22,B_3,OS_0,D_0,Page_89,107
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:45:21,B_3,OS_0,D_0,Page_90,4
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:40:02,B_3,OS_0,D_0,Page_91,16
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:45:30,B_3,OS_0,D_0,Page_92,28
c30d3ab8d0118e8b,12/9/2021 18:33:00,2021-12-09 18:33:00,B_3,OS_0,D_0,Page_93,422
b4a2f559354fbbbe,12/13/2021 23:12:00,2021-12-13 23:12:00,B_0,OS_0,D_0,Page_3,9
89524881758e60a3,12/5/2021 18:57:00,2021-12-05 19:46:54,B_0,OS_0,D_0,Page_13,26
89524881758e60a3,12/5/2021 18:57:00,2021-12-05 19:14:49,B_0,OS_0,D_0,Page_94,1853
89524881758e60a3,12/5/2021 18:57:00,2021-12-05 19:47:20,B_0,OS_0,D_0,Page_95,5
89524881758e60a3,12/5/2021 18:57:00,2021-12-05 18:57:12,B_0,OS_0,D_0,Page_31,1053
89524881758e60a3,12/5/2021 18:57:00,2021-12-05 18:57:00,B_0,OS_0,D_0,Page_3,16
58fe1667e9463487,12/6/2021 18:49:00,2021-12-06 18:49:11,B_0,OS_0,D_0,Page_94,66
58fe1667e9463487,12/6/2021 18:49:00,2021-12-06 18:50:19,B_0,OS_0,D_0,Page_54,1291
58fe1667e9463487,12/6/2021 18:49:00,2021-12-06 18:49:00,B_0,OS_0,D_0,Page_3,13
ea0c8add0a31e517,12/6/2021 19:37:00,2021-12-06 19:37:00,B_0,OS_0,D_0,Page_54,11
ea0c8add0a31e517,12/6/2021 19:37:00,2021-12-06 19:37:11,B_0,OS_0,D_0,Page_96,6
ea0c8add0a31e517,12/6/2021 19:37:00,2021-12-06 19:37:38,B_0,OS_0,D_0,Page_97,523
ea0c8add0a31e517,12/6/2021 19:37:00,2021-12-06 19:37:17,B_0,OS_0,D_0,Page_3,15
4a118157b653245a,12/8/2021 20:49:00,2021-12-08 20:49:00,B_1,OS_1,D_1,Page_98,29
4a118157b653245a,12/8/2021 20:49:00,2021-12-08 20:51:51,B_1,OS_1,D_1,Page_88,1901
a829aa233cf95846,12/9/2021 19:06:00,2021-12-09 19:06:00,B_1,OS_1,D_1,Page_98,223
a829aa233cf95846,12/9/2021 19:06:00,2021-12-09 19:08:58,B_1,OS_1,D_1,Page_88,665
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 01:01:00,B_0,OS_0,D_0,Page_99,1064
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 01:39:36,B_0,OS_0,D_0,Page_74,10
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 00:31:37,B_0,OS_0,D_0,Page_100,348
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 00:20:00,B_0,OS_0,D_0,Page_43,2120
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 01:23:42,B_0,OS_0,D_0,Page_101,943
72e24b6d1ad9bcbe,12/10/2021 0:20:00,2021-12-10 01:18:41,B_0,OS_0,D_0,Page_7,318
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:57:46,B_0,OS_0,D_0,Page_13,49
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:58:58,B_0,OS_0,D_0,Page_102,10
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:58:35,B_0,OS_0,D_0,Page_103,23
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:59:15,B_0,OS_0,D_0,Page_104,5
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:28:00,B_0,OS_0,D_0,Page_7,1738
aec63fa0d9921798,12/10/2021 22:28:00,2021-12-10 22:56:51,B_0,OS_0,D_0,Page_3,55
25f526cb5c4a7946,12/11/2021 14:25:00,2021-12-11 14:26:38,B_6,OS_1,D_1,Page_3,73
5b0e66f0bda5ece0,12/4/2021 13:13:00,2021-12-04 13:16:40,B_6,OS_1,D_1,Page_3,3
aae5f8c1b36312d8,12/4/2021 9:41:00,2021-12-04 09:41:02,B_6,OS_1,D_1,Page_3,7
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:37:20,B_1,OS_1,D_1,Page_99,339
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:30:00,B_1,OS_1,D_1,Page_94,440
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:54:02,B_1,OS_1,D_1,Page_30,158
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:56:40,B_1,OS_1,D_1,Page_43,244
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:42:59,B_1,OS_1,D_1,Page_105,356
7977f26cbdcd43c3,12/5/2021 17:30:00,2021-12-05 17:48:55,B_1,OS_1,D_1,Page_101,307
2ccb75a39f42743a,12/18/2021 16:11:00,2021-12-18 16:11:00,B_3,OS_0,D_0,Page_3,92
6cb7f356200029ff,12/19/2021 19:09:00,2021-12-19 19:09:04,B_3,OS_0,D_0,Page_3,56
5c9197bfa83e5038,12/26/2021 23:06:00,2021-12-26 23:06:00,B_3,OS_0,D_0,Page_3,54
27dce0dea79a060a,12/4/2021 16:58:00,2021-12-04 16:58:00,B_3,OS_0,D_0,Page_3,79
169afdc13c7d23a5,12/8/2021 0:51:00,2021-12-08 00:51:00,B_3,OS_0,D_0,Page_3,345
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 16:52:53,B_3,OS_0,D_0,Page_13,497
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 17:10:35,B_3,OS_0,D_0,Page_106,1920
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 16:53:13,B_3,OS_0,D_0,Page_107,147
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 17:50:49,B_3,OS_0,D_0,Page_108,388
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 16:44:00,B_3,OS_0,D_0,Page_61,533
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 16:56:33,B_3,OS_0,D_0,Page_90,496
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 17:44:52,B_3,OS_0,D_0,Page_109,357
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 17:05:04,B_3,OS_0,D_0,Page_92,1961
48431ceaf7d29bc9,12/2/2021 16:44:00,2021-12-02 17:34:25,B_3,OS_0,D_0,Page_110,317
1d737a2c944df643,12/12/2021 11:04:00,2021-12-12 11:05:26,B_7,OS_0,D_0,Page_62,13
1d737a2c944df643,12/12/2021 11:04:00,2021-12-12 11:04:42,B_7,OS_0,D_0,Page_3,67
deea096e74d7d5e9,12/9/2021 17:06:00,2021-12-09 17:10:22,B_1,OS_1,D_1,Page_48,12
deea096e74d7d5e9,12/9/2021 17:06:00,2021-12-09 17:06:57,B_1,OS_1,D_1,Page_38,190
deea096e74d7d5e9,12/9/2021 17:06:00,2021-12-09 17:06:39,B_1,OS_1,D_1,Page_63,9
deea096e74d7d5e9,12/9/2021 17:06:00,2021-12-09 17:06:00,B_1,OS_1,D_1,Page_3,50
6dd05a54d9608471,12/12/2021 7:03:00,2021-12-12 07:03:00,B_1,OS_1,D_1,Page_38,205
fb3a111b3dfe59d5,12/4/2021 11:57:00,2021-12-04 11:57:40,B_1,OS_1,D_1,Page_48,6
fb3a111b3dfe59d5,12/4/2021 11:57:00,2021-12-04 11:58:08,B_1,OS_1,D_1,Page_38,11
fb3a111b3dfe59d5,12/4/2021 11:57:00,2021-12-04 11:57:00,B_1,OS_1,D_1,Page_3,53
fedc412be50dff32,12/3/2021 22:53:00,2021-12-03 22:53:00,B_3,OS_0,D_0,Page_38,132
3bfd8d3adbc01c35,12/8/2021 21:32:00,2021-12-08 21:32:26,B_5,OS_2,D_1,Page_37,57
1920b537daf1dddd,12/7/2021 20:43:00,2021-12-07 20:59:23,B_1,OS_1,D_1,Page_88,142
5611d786584091f2,12/16/2021 14:50:00,2021-12-16 15:06:41,B_1,OS_1,D_1,Page_36,282
5611d786584091f2,12/16/2021 14:50:00,2021-12-16 15:05:32,B_1,OS_1,D_1,Page_3,69
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 16:42:13,B_3,OS_0,D_0,Page_99,1332
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 17:18:29,B_3,OS_0,D_0,Page_94,372
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 17:25:03,B_3,OS_0,D_0,Page_54,655
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 16:33:00,B_3,OS_0,D_0,Page_56,6
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 17:29:01,B_3,OS_0,D_0,Page_82,322
33612105e76a8cde,12/8/2021 16:33:00,2021-12-08 16:33:06,B_3,OS_0,D_0,Page_3,1417
a9c034d8436bd1bd,12/4/2021 2:52:00,2021-12-04 03:18:13,B_3,OS_1,D_2,Page_13,110
a9c034d8436bd1bd,12/4/2021 2:52:00,2021-12-04 03:18:18,B_3,OS_1,D_2,Page_37,14
a9c034d8436bd1bd,12/4/2021 2:52:00,2021-12-04 02:52:00,B_3,OS_1,D_2,Page_10,1552
a9c034d8436bd1bd,12/4/2021 2:52:00,2021-12-04 03:20:23,B_3,OS_1,D_2,Page_3,37
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 09:04:22,B_3,OS_1,D_2,Page_111,25
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 08:59:55,B_3,OS_1,D_2,Page_112,108
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 08:53:04,B_3,OS_1,D_2,Page_18,411
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 09:03:33,B_3,OS_1,D_2,Page_90,49
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 08:46:00,B_3,OS_1,D_2,Page_9,20
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 09:01:59,B_3,OS_1,D_2,Page_10,89
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 08:52:56,B_3,OS_1,D_2,Page_11,8
01b84c4550a9b1af,12/4/2021 8:46:00,2021-12-04 08:46:20,B_3,OS_1,D_2,Page_12,412
