User_ID,Case_Start_Date,Activity_Start_Date,Browser,Operating_System,Device,Country,Visited_Page,Time_on_Page
U_14,12/15/2021 21:49:00,12/15/2021 21:49:01,B_1,OS_1,D_2,Iran,Page_0,157
U_14,12/15/2021 21:49:00,12/15/2021 21:51:38,B_1,OS_1,D_2,Iran,Page_18,48
U_14,12/15/2021 21:49:00,12/15/2021 22:05:07,B_1,OS_1,D_2,Iran,Page_19,26
U_15,12/14/2021 21:39:00,12/14/2021 21:40:16,B_5,OS_2,D_0,Iran,Page_0,0
U_16,12/5/2021 15:58:00,12/5/2021 15:58:00,B_1,OS_1,D_2,Iran,Page_18,42
U_16,12/5/2021 15:58:00,12/5/2021 15:58:42,B_1,OS_1,D_2,Iran,Page_20,74
U_17,12/3/2021 22:53:00,12/3/2021 22:53:00,B_1,OS_1,D_2,Iran,Page_12,132
U_18,12/23/2021 13:15:00,12/23/2021 13:15:30,B_1,OS_1,D_2,Iran,Page_21,80
U_18,12/23/2021 13:15:00,12/23/2021 13:19:27,B_1,OS_1,D_2,Iran,Page_8,44
U_19,12/20/2021 20:51:00,12/20/2021 20:51:00,B_3,OS_1,D_2,Iran,Page_22,59
U_19,12/20/2021 20:51:00,12/20/2021 20:51:59,B_3,OS_1,D_2,Iran,Page_23,39
U_19,12/20/2021 20:51:00,12/20/2021 20:52:38,B_3,OS_1,D_2,Iran,Page_24,44
U_19,12/20/2021 20:51:00,12/20/2021 20:53:22,B_3,OS_1,D_2,Iran,Page_25,24
U_19,12/20/2021 20:51:00,12/20/2021 20:59:15,B_3,OS_1,D_2,Iran,Page_26,16
U_19,12/20/2021 20:51:00,12/20/2021 21:05:29,B_3,OS_1,D_2,Iran,Page_12,309
U_19,12/20/2021 20:51:00,12/20/2021 21:10:38,B_3,OS_1,D_2,Iran,Page_27,90
U_19,12/20/2021 20:51:00,12/20/2021 21:22:26,B_3,OS_1,D_2,Iran,Page_28,618
U_19,12/20/2021 20:51:00,12/20/2021 21:46:15,B_3,OS_1,D_2,Iran,Page_29,303
U_19,12/20/2021 20:51:00,12/20/2021 21:51:18,B_3,OS_1,D_2,Iran,Page_30,586
U_19,12/20/2021 20:51:00,12/20/2021 22:01:04,B_3,OS_1,D_2,Iran,Page_31,310
U_19,12/20/2021 20:51:00,12/20/2021 22:06:14,B_3,OS_1,D_2,Iran,Page_32,336
U_19,12/20/2021 20:51:00,12/20/2021 22:11:50,B_3,OS_1,D_2,Iran,Page_33,304
U_19,12/20/2021 20:51:00,12/20/2021 22:16:54,B_3,OS_1,D_2,Iran,Page_12,308
U_19,12/20/2021 20:51:00,12/20/2021 22:22:02,B_3,OS_1,D_2,Iran,Page_34,1689
U_19,12/20/2021 20:51:00,12/20/2021 22:50:11,B_3,OS_1,D_2,Iran,Page_30,6
U_19,12/20/2021 20:51:00,12/20/2021 22:50:17,B_3,OS_1,D_2,Iran,Page_34,8
U_19,12/20/2021 20:51:00,12/20/2021 22:50:25,B_3,OS_1,D_2,Iran,Page_30,8
U_19,12/20/2021 20:51:00,12/20/2021 22:50:33,B_3,OS_1,D_2,Iran,Page_27,12
U_19,12/20/2021 20:51:00,12/20/2021 22:50:45,B_3,OS_1,D_2,Iran,Page_35,13
U_19,12/20/2021 20:51:00,12/20/2021 22:59:05,B_3,OS_1,D_2,Iran,Page_36,322
U_19,12/20/2021 20:51:00,12/20/2021 23:04:27,B_3,OS_1,D_2,Iran,Page_37,321
U_19,12/20/2021 20:51:00,12/20/2021 23:36:17,B_3,OS_1,D_2,Iran,Page_21,310
U_19,12/20/2021 20:51:00,12/20/2021 23:41:27,B_3,OS_1,D_2,Iran,Page_36,313
U_19,12/20/2021 20:51:00,12/20/2021 23:46:40,B_3,OS_1,D_2,Iran,Page_38,322
U_19,12/20/2021 20:51:00,12/20/2021 23:52:02,B_3,OS_1,D_2,Iran,Page_12,318
U_19,12/20/2021 20:51:00,12/21/2021 0:00:33,B_3,OS_1,D_2,Iran,Page_39,304
U_19,12/20/2021 20:51:00,12/21/2021 0:05:37,B_3,OS_1,D_2,Iran,Page_40,304
U_19,12/20/2021 20:51:00,12/21/2021 0:10:41,B_3,OS_1,D_2,Iran,Page_41,309
U_19,12/20/2021 20:51:00,12/21/2021 0:21:29,B_3,OS_1,D_2,Iran,Page_19,11
U_19,12/20/2021 20:51:00,12/21/2021 0:21:40,B_3,OS_1,D_2,Iran,Page_42,10
U_19,12/20/2021 20:51:00,12/21/2021 0:21:50,B_3,OS_1,D_2,Iran,Page_39,35
U_19,12/20/2021 20:51:00,12/21/2021 0:22:25,B_3,OS_1,D_2,Iran,Page_43,10
U_19,12/20/2021 20:51:00,12/21/2021 0:22:35,B_3,OS_1,D_2,Iran,Page_40,23
U_19,12/20/2021 20:51:00,12/21/2021 0:22:58,B_3,OS_1,D_2,Iran,Page_41,7
U_19,12/20/2021 20:51:00,12/21/2021 0:23:05,B_3,OS_1,D_2,Iran,Page_21,6
U_19,12/20/2021 20:51:00,12/21/2021 0:23:11,B_3,OS_1,D_2,Iran,Page_36,8
U_19,12/20/2021 20:51:00,12/21/2021 0:23:19,B_3,OS_1,D_2,Iran,Page_38,12
U_19,12/20/2021 20:51:00,12/21/2021 0:23:31,B_3,OS_1,D_2,Iran,Page_18,21
U_19,12/20/2021 20:51:00,12/21/2021 0:23:52,B_3,OS_1,D_2,Iran,Page_36,180
U_19,12/20/2021 20:51:00,12/21/2021 0:26:52,B_3,OS_1,D_2,Iran,Page_37,344
U_19,12/20/2021 20:51:00,12/21/2021 0:32:36,B_3,OS_1,D_2,Iran,Page_44,108
U_19,12/20/2021 20:51:00,12/21/2021 0:34:24,B_3,OS_1,D_2,Iran,Page_45,30
U_19,12/20/2021 20:51:00,12/21/2021 0:34:54,B_3,OS_1,D_2,Iran,Page_46,936
U_19,12/20/2021 20:51:00,12/21/2021 0:51:08,B_3,OS_1,D_2,Iran,Page_37,8
U_19,12/20/2021 20:51:00,12/21/2021 0:51:16,B_3,OS_1,D_2,Iran,Page_38,341
U_19,12/20/2021 20:51:00,12/21/2021 1:00:00,B_3,OS_1,D_2,Iran,Page_12,157
U_19,12/20/2021 20:51:00,12/21/2021 1:02:37,B_3,OS_1,D_2,Iran,Page_47,330
U_19,12/20/2021 20:51:00,12/21/2021 1:08:07,B_3,OS_1,D_2,Iran,Page_48,311
U_19,12/20/2021 20:51:00,12/21/2021 1:13:18,B_3,OS_1,D_2,Iran,Page_29,301
U_19,12/20/2021 20:51:00,12/21/2021 1:18:19,B_3,OS_1,D_2,Iran,Page_49,304
U_19,12/20/2021 20:51:00,12/21/2021 1:23:23,B_3,OS_1,D_2,Iran,Page_50,304
U_19,12/20/2021 20:51:00,12/21/2021 1:28:27,B_3,OS_1,D_2,Iran,Page_51,1753
U_20,12/8/2021 16:03:00,12/8/2021 16:03:00,B_3,OS_1,D_2,Iran,Page_0,8
U_20,12/8/2021 16:03:00,12/8/2021 16:03:08,B_3,OS_1,D_2,Iran,Page_52,6
U_20,12/8/2021 16:03:00,12/8/2021 16:03:14,B_3,OS_1,D_2,Iran,Page_0,2
U_20,12/8/2021 16:03:00,12/8/2021 16:03:16,B_3,OS_1,D_2,Iran,Page_53,9
U_20,12/8/2021 16:03:00,12/8/2021 16:03:25,B_3,OS_1,D_2,Iran,Page_0,2
U_20,12/8/2021 16:03:00,12/8/2021 16:03:27,B_3,OS_1,D_2,Iran,Page_54,13
U_20,12/8/2021 16:03:00,12/8/2021 16:03:40,B_3,OS_1,D_2,Iran,Page_0,7
U_20,12/8/2021 16:03:00,12/8/2021 16:03:47,B_3,OS_1,D_2,Iran,Page_53,11
U_20,12/8/2021 16:03:00,12/8/2021 16:03:58,B_3,OS_1,D_2,Iran,Page_0,1
U_20,12/8/2021 16:03:00,12/8/2021 16:03:59,B_3,OS_1,D_2,Iran,Page_52,308
U_21,12/11/2021 20:38:00,12/11/2021 20:38:00,B_1,OS_1,D_2,Iran,Page_49,272
U_21,12/11/2021 20:38:00,12/11/2021 21:02:40,B_1,OS_1,D_2,Iran,Page_12,7
U_22,12/3/2021 11:35:00,12/3/2021 11:35:00,B_4,OS_0,D_0,Iran,Page_0,15
U_22,12/3/2021 11:35:00,12/3/2021 11:36:37,B_4,OS_0,D_0,Iran,Page_12,5
U_22,12/3/2021 11:35:00,12/3/2021 11:36:42,B_4,OS_0,D_0,Iran,Page_31,94
U_22,12/3/2021 11:35:00,12/3/2021 11:38:16,B_4,OS_0,D_0,Iran,Page_12,7
U_22,12/3/2021 11:35:00,12/3/2021 11:38:23,B_4,OS_0,D_0,Iran,Page_0,4
U_23,12/5/2021 10:08:00,12/5/2021 10:08:00,B_1,OS_1,D_2,Iran,Page_0,5
U_23,12/5/2021 10:08:00,12/5/2021 10:08:05,B_1,OS_1,D_2,Iran,Page_10,71
U_23,12/5/2021 10:08:00,12/5/2021 10:09:16,B_1,OS_1,D_2,Iran,Page_8,5
U_23,12/5/2021 10:08:00,12/5/2021 10:09:21,B_1,OS_1,D_2,Iran,Page_55,2
U_23,12/5/2021 10:08:00,12/5/2021 10:09:23,B_1,OS_1,D_2,Iran,Page_8,2
U_23,12/5/2021 10:08:00,12/5/2021 10:09:25,B_1,OS_1,D_2,Iran,Page_56,2
U_23,12/5/2021 10:08:00,12/5/2021 10:09:27,B_1,OS_1,D_2,Iran,Page_8,1
U_23,12/5/2021 10:08:00,12/5/2021 10:09:28,B_1,OS_1,D_2,Iran,Page_57,17
U_23,12/5/2021 10:08:00,12/5/2021 10:09:45,B_1,OS_1,D_2,Iran,Page_8,320
U_24,12/14/2021 11:44:00,12/14/2021 11:57:48,B_6,OS_0,D_0,Iran,Page_58,197
U_24,12/14/2021 11:44:00,12/14/2021 12:01:05,B_6,OS_0,D_0,Iran,Page_59,92
U_24,12/14/2021 11:44:00,12/14/2021 12:02:37,B_6,OS_0,D_0,Iran,Page_3,215
U_24,12/14/2021 11:44:00,12/14/2021 12:06:12,B_6,OS_0,D_0,Iran,Page_60,865
U_24,12/14/2021 11:44:00,12/14/2021 12:20:37,B_6,OS_0,D_0,Iran,Page_61,60
U_24,12/14/2021 11:44:00,12/14/2021 12:21:37,B_6,OS_0,D_0,Iran,Page_62,114
U_24,12/14/2021 11:44:00,12/14/2021 12:23:31,B_6,OS_0,D_0,Iran,Page_61,0
U_25,12/10/2021 14:34:00,12/10/2021 14:37:25,B_0,OS_0,D_0,Iran,Page_1,712
U_26,12/12/2021 20:41:00,12/12/2021 20:41:00,B_2,OS_1,D_2,Iran,Page_0,357
U_27,12/2/2021 16:44:00,12/2/2021 16:44:00,B_1,OS_1,D_2,Iran,Page_56,533
U_27,12/2/2021 16:44:00,12/2/2021 16:52:53,B_1,OS_1,D_2,Iran,Page_8,20
U_27,12/2/2021 16:44:00,12/2/2021 16:53:13,B_1,OS_1,D_2,Iran,Page_63,147
U_27,12/2/2021 16:44:00,12/2/2021 16:55:40,B_1,OS_1,D_2,Iran,Page_8,53
U_27,12/2/2021 16:44:00,12/2/2021 16:56:33,B_1,OS_1,D_2,Iran,Page_35,496
U_27,12/2/2021 16:44:00,12/2/2021 17:04:49,B_1,OS_1,D_2,Iran,Page_8,15
U_27,12/2/2021 16:44:00,12/2/2021 17:05:04,B_1,OS_1,D_2,Iran,Page_45,307
U_27,12/2/2021 16:44:00,12/2/2021 17:10:11,B_1,OS_1,D_2,Iran,Page_8,24
U_27,12/2/2021 16:44:00,12/2/2021 17:10:35,B_1,OS_1,D_2,Iran,Page_64,336
U_27,12/2/2021 16:44:00,12/2/2021 17:21:40,B_1,OS_1,D_2,Iran,Page_8,385
U_27,12/2/2021 16:44:00,12/2/2021 17:34:25,B_1,OS_1,D_2,Iran,Page_65,317
U_27,12/2/2021 16:44:00,12/2/2021 17:44:52,B_1,OS_1,D_2,Iran,Page_66,357
U_27,12/2/2021 16:44:00,12/2/2021 17:50:49,B_1,OS_1,D_2,Iran,Page_67,388
U_27,12/2/2021 16:44:00,12/2/2021 17:57:17,B_1,OS_1,D_2,Iran,Page_45,1654
U_27,12/2/2021 16:44:00,12/2/2021 18:24:51,B_1,OS_1,D_2,Iran,Page_64,1584
U_28,12/21/2021 10:31:00,12/21/2021 11:42:57,B_1,OS_1,D_2,Iran,Page_18,337
U_29,12/26/2021 15:20:00,12/26/2021 15:46:14,B_7,OS_3,D_2,Iran,Page_1,613
U_29,12/26/2021 15:20:00,12/26/2021 16:02:26,B_7,OS_3,D_2,Iran,Page_68,236
U_30,12/12/2021 0:00:00,12/12/2021 0:00:00,B_4,OS_0,D_0,Iran,Page_7,302
U_30,12/12/2021 0:00:00,12/12/2021 0:05:27,B_4,OS_0,D_0,Iran,Page_0,102
U_30,12/12/2021 0:00:00,12/12/2021 0:07:09,B_4,OS_0,D_0,Iran,Page_69,11
U_30,12/12/2021 0:00:00,12/12/2021 0:07:27,B_4,OS_0,D_0,Iran,Page_2,6
U_30,12/12/2021 0:00:00,12/12/2021 0:10:03,B_4,OS_0,D_0,Iran,Page_7,4
U_31,12/12/2021 22:14:00,12/12/2021 22:17:22,B_3,OS_1,D_2,Iran,Page_18,57
U_32,12/26/2021 13:41:00,12/26/2021 13:41:00,B_4,OS_0,D_0,Iran,Page_0,544
U_32,12/26/2021 13:41:00,12/26/2021 13:50:16,B_4,OS_0,D_0,Iran,Page_70,454
U_32,12/26/2021 13:41:00,12/26/2021 13:57:50,B_4,OS_0,D_0,Iran,Page_0,1700
U_33,12/13/2021 19:43:00,12/13/2021 19:43:00,B_4,OS_0,D_0,Iran,Page_5,6
U_33,12/13/2021 19:43:00,12/13/2021 19:43:19,B_4,OS_0,D_0,Iran,Page_8,11
U_33,12/13/2021 19:43:00,12/13/2021 19:43:30,B_4,OS_0,D_0,Iran,Page_71,60
U_34,12/9/2021 8:28:00,12/9/2021 8:28:00,B_4,OS_0,D_0,Iran,Page_72,229
U_34,12/9/2021 8:28:00,12/9/2021 8:31:49,B_4,OS_0,D_0,Iran,Page_73,414
U_34,12/9/2021 8:28:00,12/9/2021 8:38:43,B_4,OS_0,D_0,Iran,Page_72,256
U_35,12/26/2021 15:15:00,12/26/2021 15:15:00,B_1,OS_1,D_2,Iran,Page_0,26
U_36,12/9/2021 23:09:00,12/9/2021 23:09:00,B_4,OS_0,D_0,Iran,Page_72,1575
U_36,12/9/2021 23:09:00,12/9/2021 23:40:20,B_4,OS_0,D_0,Iran,Page_17,60
U_36,12/9/2021 23:09:00,12/9/2021 23:41:20,B_4,OS_0,D_0,Iran,Page_72,1
U_37,12/8/2021 17:50:00,12/8/2021 17:50:00,B_4,OS_0,D_0,Iran,Page_0,21
U_38,12/1/2021 14:44:00,12/1/2021 14:44:00,B_2,OS_1,D_2,Iran,Page_0,218
U_38,12/1/2021 14:44:00,12/1/2021 15:27:56,B_2,OS_1,D_2,Iran,Page_74,6
U_38,12/1/2021 14:44:00,12/1/2021 15:28:02,B_2,OS_1,D_2,Iran,Page_0,309
U_39,12/12/2021 16:05:00,12/12/2021 16:36:20,B_1,OS_1,D_2,Iran,Page_0,21
U_39,12/12/2021 16:05:00,12/12/2021 16:36:41,B_1,OS_1,D_2,Iran,Page_2,61
U_40,12/16/2021 21:49:00,12/16/2021 21:49:00,B_4,OS_0,D_0,Iran,Page_12,45
U_41,12/8/2021 18:43:00,12/8/2021 18:43:00,B_4,OS_0,D_0,Iran,Page_0,10
U_42,12/3/2021 21:46:00,12/3/2021 21:46:00,B_1,OS_1,D_2,Iran,Page_0,318
U_42,12/3/2021 21:46:00,12/3/2021 21:55:21,B_1,OS_1,D_2,Iran,Page_29,11
U_42,12/3/2021 21:46:00,12/3/2021 21:57:03,B_1,OS_1,D_2,Iran,Page_0,13
U_42,12/3/2021 21:46:00,12/3/2021 21:57:40,B_1,OS_1,D_2,Iran,Page_75,389
U_43,12/28/2021 17:04:00,12/28/2021 17:11:00,B_1,OS_1,D_2,Iran,Page_0,6
U_44,12/17/2021 22:23:00,12/17/2021 22:25:08,B_4,OS_0,D_0,Iran,Page_76,699
U_45,12/7/2021 11:43:00,12/7/2021 11:43:00,B_1,OS_1,D_2,Iran,Page_0,376
U_45,12/7/2021 11:43:00,12/7/2021 11:49:16,B_1,OS_1,D_2,Iran,Page_57,485
U_45,12/7/2021 11:43:00,12/7/2021 11:57:21,B_1,OS_1,D_2,Iran,Page_77,51
U_45,12/7/2021 11:43:00,12/7/2021 11:58:12,B_1,OS_1,D_2,Iran,Page_78,440
U_45,12/7/2021 11:43:00,12/7/2021 12:14:27,B_1,OS_1,D_2,Iran,Page_57,2
U_46,12/16/2021 19:09:00,12/16/2021 19:09:00,B_1,OS_1,D_2,Iran,Page_5,19
U_46,12/16/2021 19:09:00,12/16/2021 19:13:41,B_1,OS_1,D_2,Iran,Page_0,1
U_47,12/25/2021 18:50:00,12/25/2021 18:50:00,B_1,OS_1,D_2,Iran,Page_51,353
U_47,12/25/2021 18:50:00,12/25/2021 18:55:53,B_1,OS_1,D_2,Iran,Page_79,587
U_47,12/25/2021 18:50:00,12/25/2021 19:05:40,B_1,OS_1,D_2,Iran,Page_80,95
U_47,12/25/2021 18:50:00,12/25/2021 19:07:15,B_1,OS_1,D_2,Iran,Page_81,172
U_47,12/25/2021 18:50:00,12/25/2021 19:10:07,B_1,OS_1,D_2,Iran,Page_50,102
U_47,12/25/2021 18:50:00,12/25/2021 19:11:49,B_1,OS_1,D_2,Iran,Page_8,43
U_47,12/25/2021 18:50:00,12/25/2021 19:12:32,B_1,OS_1,D_2,Iran,Page_82,397
U_47,12/25/2021 18:50:00,12/25/2021 19:24:50,B_1,OS_1,D_2,Iran,Page_83,48
U_47,12/25/2021 18:50:00,12/25/2021 19:25:38,B_1,OS_1,D_2,Iran,Page_84,48
U_47,12/25/2021 18:50:00,12/25/2021 19:34:11,B_1,OS_1,D_2,Iran,Page_85,87
U_47,12/25/2021 18:50:00,12/25/2021 19:35:38,B_1,OS_1,D_2,Iran,Page_86,352
U_48,12/7/2021 7:52:00,12/7/2021 7:52:00,B_4,OS_0,D_0,Iran,Page_0,699
U_49,12/18/2021 16:58:00,12/18/2021 16:58:00,B_3,OS_1,D_2,Iran,Page_0,25
U_50,12/17/2021 16:32:00,12/17/2021 16:32:00,B_4,OS_0,D_0,Iran,Page_87,338
U_50,12/17/2021 16:32:00,12/17/2021 16:40:05,B_4,OS_0,D_0,Iran,Page_77,28
U_50,12/17/2021 16:32:00,12/17/2021 16:40:33,B_4,OS_0,D_0,Iran,Page_72,30
U_50,12/17/2021 16:32:00,12/17/2021 16:41:03,B_4,OS_0,D_0,Iran,Page_73,33
U_50,12/17/2021 16:32:00,12/17/2021 16:41:36,B_4,OS_0,D_0,Iran,Page_72,6
U_51,12/5/2021 10:22:00,12/5/2021 10:22:00,B_3,OS_1,D_2,Iran,Page_18,91
U_51,12/5/2021 10:22:00,12/5/2021 10:23:31,B_3,OS_1,D_2,Iran,Page_20,70
U_51,12/5/2021 10:22:00,12/5/2021 10:25:24,B_3,OS_1,D_2,Iran,Page_36,742
U_52,12/3/2021 18:27:00,12/3/2021 18:27:00,B_4,OS_0,D_0,United States,Page_31,306
U_52,12/3/2021 18:27:00,12/3/2021 18:32:06,B_4,OS_0,D_0,United States,Page_32,255
U_52,12/3/2021 18:27:00,12/3/2021 18:36:21,B_4,OS_0,D_0,United States,Page_33,44
U_52,12/3/2021 18:27:00,12/3/2021 18:38:08,B_4,OS_0,D_0,United States,Page_28,67
U_52,12/3/2021 18:27:00,12/3/2021 18:39:15,B_4,OS_0,D_0,United States,Page_88,73
U_52,12/3/2021 18:27:00,12/3/2021 18:40:28,B_4,OS_0,D_0,United States,Page_89,50
U_52,12/3/2021 18:27:00,12/3/2021 18:41:18,B_4,OS_0,D_0,United States,Page_90,37
U_52,12/3/2021 18:27:00,12/3/2021 18:41:55,B_4,OS_0,D_0,United States,Page_91,56
U_52,12/3/2021 18:27:00,12/3/2021 18:42:51,B_4,OS_0,D_0,United States,Page_92,48
U_52,12/3/2021 18:27:00,12/3/2021 18:43:39,B_4,OS_0,D_0,United States,Page_14,100
U_52,12/3/2021 18:27:00,12/3/2021 18:46:24,B_4,OS_0,D_0,United States,Page_93,61
U_52,12/3/2021 18:27:00,12/3/2021 18:47:25,B_4,OS_0,D_0,United States,Page_94,44
U_52,12/3/2021 18:27:00,12/3/2021 18:57:27,B_4,OS_0,D_0,United States,Page_95,39
U_52,12/3/2021 18:27:00,12/3/2021 18:58:06,B_4,OS_0,D_0,United States,Page_96,143
U_53,12/28/2021 16:15:00,12/28/2021 16:15:00,B_4,OS_0,D_0,Iran,Page_7,11
U_53,12/28/2021 16:15:00,12/28/2021 16:15:34,B_4,OS_0,D_0,Iran,Page_0,33
U_54,12/27/2021 8:08:00,12/27/2021 8:14:53,B_1,OS_1,D_2,Iran,Page_0,140
U_55,12/15/2021 16:29:00,12/15/2021 16:29:04,B_4,OS_0,D_0,Iran,Page_97,16
U_56,12/1/2021 23:14:00,12/1/2021 23:14:00,B_4,OS_0,D_0,Iran,Page_13,1769
U_56,12/1/2021 23:14:00,12/1/2021 23:43:29,B_4,OS_0,D_0,Iran,Page_49,634
U_56,12/1/2021 23:14:00,12/1/2021 23:54:03,B_4,OS_0,D_0,Iran,Page_13,36
U_56,12/1/2021 23:14:00,12/1/2021 23:54:39,B_4,OS_0,D_0,Iran,Page_98,1058
U_57,12/5/2021 18:45:00,12/5/2021 18:55:28,B_3,OS_1,D_2,Iran,Page_99,18
U_57,12/5/2021 18:45:00,12/5/2021 18:55:54,B_3,OS_1,D_2,Iran,Page_77,318
U_58,12/10/2021 9:51:00,12/10/2021 9:51:33,B_4,OS_0,D_0,Iran,Page_10,3
U_59,12/14/2021 8:20:00,12/14/2021 8:20:00,B_1,OS_1,D_2,Iran,Page_8,382
U_59,12/14/2021 8:20:00,12/14/2021 8:26:22,B_1,OS_1,D_2,Iran,Page_100,1139
U_59,12/14/2021 8:20:00,12/14/2021 8:45:21,B_1,OS_1,D_2,Iran,Page_8,314
U_59,12/14/2021 8:20:00,12/14/2021 8:50:35,B_1,OS_1,D_2,Iran,Page_101,249
U_60,12/2/2021 20:32:00,12/2/2021 20:33:09,B_4,OS_0,D_0,Iran,Page_0,13
U_60,12/2/2021 20:32:00,12/2/2021 20:33:51,B_4,OS_0,D_0,Iran,Page_8,18
U_61,12/17/2021 0:03:00,12/17/2021 0:03:00,B_4,OS_0,D_0,Iran,Page_0,37
U_62,12/18/2021 11:02:00,12/18/2021 11:02:00,B_1,OS_1,D_2,Iran,Page_0,77
U_63,12/3/2021 16:09:00,12/3/2021 16:09:00,B_0,OS_0,D_0,Iran,Page_0,18
U_63,12/3/2021 16:09:00,12/3/2021 16:09:18,B_0,OS_0,D_0,Iran,Page_12,20
U_63,12/3/2021 16:09:00,12/3/2021 16:09:38,B_0,OS_0,D_0,Iran,Page_47,177
U_63,12/3/2021 16:09:00,12/3/2021 16:12:35,B_0,OS_0,D_0,Iran,Page_0,5
U_63,12/3/2021 16:09:00,12/3/2021 16:13:03,B_0,OS_0,D_0,Iran,Page_17,564
U_63,12/3/2021 16:09:00,12/3/2021 16:24:40,B_0,OS_0,D_0,Iran,Page_0,4
U_64,12/25/2021 21:34:00,12/25/2021 21:34:00,B_4,OS_0,D_0,Iran,Page_0,131
U_65,12/27/2021 10:01:00,12/27/2021 10:01:00,B_4,OS_0,D_0,Iran,Page_97,152
U_66,12/21/2021 22:24:00,12/21/2021 22:24:00,B_1,OS_1,D_2,Iran,Page_48,677
U_66,12/21/2021 22:24:00,12/21/2021 22:35:17,B_1,OS_1,D_2,Iran,Page_23,357
U_66,12/21/2021 22:24:00,12/21/2021 22:41:14,B_1,OS_1,D_2,Iran,Page_49,873
U_66,12/21/2021 22:24:00,12/21/2021 23:07:48,B_1,OS_1,D_2,Iran,Page_23,353
U_66,12/21/2021 22:24:00,12/21/2021 23:13:41,B_1,OS_1,D_2,Iran,Page_13,1370
U_66,12/21/2021 22:24:00,12/21/2021 23:43:27,B_1,OS_1,D_2,Iran,Page_15,341
U_66,12/21/2021 22:24:00,12/21/2021 23:49:08,B_1,OS_1,D_2,Iran,Page_23,653
U_66,12/21/2021 22:24:00,12/22/2021 0:00:01,B_1,OS_1,D_2,Iran,Page_13,1149
U_67,12/3/2021 19:29:00,12/3/2021 19:29:00,B_1,OS_1,D_2,Iran,Page_102,663
U_67,12/3/2021 19:29:00,12/3/2021 19:40:03,B_1,OS_1,D_2,Iran,Page_103,993
U_67,12/3/2021 19:29:00,12/3/2021 20:01:17,B_1,OS_1,D_2,Iran,Page_53,199
U_68,12/7/2021 15:15:00,12/7/2021 15:28:02,B_1,OS_1,D_2,Iran,Page_104,611
